EJWY,VALM,EGXO,HTGR,SKRF,NNSZ,NYLC,GWID,TVUT,CJHI,NVFW,VLBG,IDIX,UVHN,IWOT,LEMB,QMYY,XDGR,ODZS,LNJS,WDRT,LKKS,UOBF,VBHE,FRWU,NDYZ,QSBO,JDUB,TEVK,EZTM,Label
9.138324543038937,6.854862121260556,-4.086149871122096,-3.279160403514002,10.563286185331782,-2.585857800377582,8.156339870651708,5.769953812904856,2.6740726154041017,7.351520568708844,-9.188605346593851,-7.721369744429697,4.242587056088472,7.320558269529782,-5.950983834919039,-3.9972829065790125,3.1950999052022944,-8.67040181241137,5.166734612626156,-1.268692438209139,2.472331846942428,1.8165191210313396,-9.404326556356786,-5.95310203405363,1.0406806897680698,-6.151417760932758,0.2980245398932243,-7.3253522532733735,-10.444021075540071,-7.017525013957996,1.0
8.65893548111745,7.530149871256427,-2.2831072264307077,-1.533503191122769,8.289509522160055,-4.644326554326239,9.219330401905347,5.140705774508095,1.625230966492167,7.883762232683802,-8.199873383437586,-9.299357792662095,7.092721347270942,8.22776654776139,-7.695646499480691,-6.132921478810822,5.287635559399911,-6.227691830592619,2.630025203821962,-0.40398443708735454,3.605487646633603,-0.6189774556347309,-8.822247385302191,-7.573550994992135,1.2549330837221164,-6.6712070577363995,0.005354083854130909,-6.885522586289134,-10.149815052524277,-8.439690757103161,1.0
1.2894307101407585,-0.7278605537181311,-8.437942017385367,-5.3773262382224525,2.658760096247754,7.970701829650882,-5.328189626891344,7.378166235328824,4.268342500593478,-5.715412178449204,1.4770406335751878,-2.735870234464172,-7.21734798757652,7.254025645318409,9.9759837691592,-5.891161389222178,-8.897352687403243,3.4783066937853087,5.2216606571973605,-5.380323331865183,3.3149699484176827,1.3856426447596504,-11.002914355081373,-8.109500284066204,-5.539863878482866,8.663275985177307,2.020087794935399,0.46008074204550264,3.311002608472723,-0.49042461423292205,0.0
8.412627116714713,5.331436192024773,-1.731592294316724,-3.887668981313336,8.896977836610379,-4.892054743794602,9.34619219410596,6.571115270549283,0.4825001657283935,9.40881822138736,-8.67855977685146,-10.40051526036546,4.772751673097302,7.741629911276614,-6.245418364498773,-6.479046013322389,2.7659039770890423,-7.798322521882389,2.0892991661368416,-0.7897996315177984,4.214363997041886,0.9198344975051491,-9.91578199503316,-5.954664024872558,0.37524177700061445,-9.192014801050373,1.4941687604928795,-5.881322036980481,-8.512320894319643,-6.781008955791586,1.0
0.19003321552957125,2.078188865304927,-10.055077376415282,-5.615041526924476,3.0099241908819,8.262157966639263,-1.276485374838951,7.027138899926839,3.979261556163199,-5.8609478718499055,1.457184860999405,-2.7019328654249315,-5.984025451311418,5.431226931394979,8.876066049822189,-5.257049924097212,-7.455668524002701,0.9789751627118344,3.7151259493335314,-5.55747806400757,3.1672518609835953,0.908814675185481,-8.897711595726546,-7.9373273885543245,-6.086310311495409,10.380025296876699,-0.13811288529770926,1.4399845097621522,4.501237377365764,-1.467951404430761,0.0
7.470392095737847,6.18700099291546,-2.9591461151374423,-1.4599003457779929,8.11055854458739,-2.9864085936202427,5.8474962518630695,6.058264504658876,-0.11865983110386813,8.25748104530999,-8.631472559956306,-7.091155450735448,3.489251549678922,7.080546689259183,-6.526805379773072,-5.860881895710506,4.479697870891826,-7.181945089913893,3.258684435922676,1.7776484254054652,4.764790218034826,-0.09115842002581931,-10.60876941400613,-5.790485235767491,1.9976292920884366,-7.992628764934155,-0.9062262328215122,-8.459994527072654,-8.281941620211692,-7.204618989372395,1.0
1.3024008318212306,1.4435228353285614,-8.824651317835846,-6.490554856979069,3.5330154992497107,9.730382713505152,-4.702772908177194,7.520537030089896,5.05946810956158,-5.32295318774221,1.0292226571162442,-3.230518962654747,-6.313118627991591,5.410054181872244,9.872295182323045,-6.594757791316233,-8.633857906658472,2.5454652839972645,5.228135122063359,-4.501538874904824,4.498841192482997,-1.9969085893061842,-9.042525300411775,-7.999576344803959,-5.6379527899838955,10.40390703463291,2.164023396076095,0.7324304823080489,2.905063426163707,2.24507476158524,0.0
7.119846442804002,6.8592801521417375,-1.4029231348975204,-4.0181433690306285,10.020671589340422,-4.088069747979562,8.23086697601213,5.9801489878208125,0.9052936394594817,9.011193201051206,-7.990266334911393,-8.090289710377938,3.879386518082172,9.817636663814518,-6.789099190582323,-3.3133503764244185,4.071175110839365,-7.0935344473516455,4.07399096389288,-0.27400133507878266,3.6940836853448897,0.42074493400585145,-8.30966232813498,-5.703238221075602,1.6070636437117418,-9.07758660925321,0.6808202873225502,-6.990473376817921,-9.492612481295257,-6.840761686417969,1.0
6.605756516318849,8.0425868814846,-0.7423547161108326,-3.2286858558594624,8.750651203624209,-2.5586297231229467,8.148170109179809,6.095647677988137,-1.1660478075437588,9.479842158071655,-8.326175247788411,-8.231611131526613,2.917903054113248,8.245661715670188,-8.08520194173915,-3.6131080667897586,3.080117381608668,-9.673716113469832,4.935900133088413,1.2657565191127647,3.98487389992174,-1.3241965543373702,-8.748878097830639,-3.468351252282427,2.469067795179506,-7.051887474476476,-0.02867577664061487,-7.327557427888914,-8.694347295343222,-5.561307878056846,1.0
9.136378440823067,5.640886327333483,-2.9739393299649874,-2.1979815108832943,9.94307997965555,-3.573582473293734,9.09492149873449,5.651520563225727,-0.10731750252968209,9.068367428422553,-8.187655162884008,-8.813462660878802,4.256871673658399,6.087629045941446,-6.916120708071016,-4.867301246159655,3.844470227933375,-6.086257165915396,5.325057511068689,0.0852221156102394,3.765681580468049,1.5718971573580038,-10.013628084097913,-6.992626531233932,0.7784009926043547,-8.8798435443999,-1.2894236134095542,-7.913118077380713,-8.19770858129342,-5.8527241138773896,1.0
0.42167223454934205,0.22009809624550347,-10.118282950605739,-5.790934261749031,5.308282277425752,8.049142145721301,-3.3005696776416857,8.340623151152577,3.4662179532295627,-5.192276010967033,1.4004585917320398,-3.3674767433698207,-6.940276617439156,5.056702745403869,9.028077106432653,-4.550083670589131,-6.8940637406027845,2.1516624915588123,4.351066635175065,-3.2582073008692403,4.248941773059151,-1.13468917119059,-8.969119412515774,-4.87424205565282,-6.561301977404606,9.109639822483812,1.1007989738525017,2.2629372580160227,2.701328594178073,0.14051800887057375,0.0
6.964350681802253,5.221184344221461,-2.764557102617637,-3.9692485740328536,8.312468094452989,-1.96904828608475,7.038154285528026,6.031211464431026,3.23199885652686,7.201600513056772,-8.77669355221598,-8.285034108320167,4.126246342573799,7.981417258529018,-6.806804589232762,-4.046193276944575,3.078057021211119,-6.539931292727181,1.503446766468671,-0.4995687983798484,2.5035064134755363,0.5571252352430269,-8.742207831972692,-5.894287671027729,0.8468510030622095,-6.986865096812948,0.25134093426344206,-8.507317715213786,-8.177656114287544,-4.186679774001314,1.0
1.7157903534376966,1.3805408024283616,-8.966518699833253,-7.612133010212531,2.7691901740928264,5.891127553665926,-3.1820048325604664,8.32742734079892,6.369949981007664,-6.350106720934657,0.3679328318251962,-2.576653960881875,-5.24796066026597,3.568325512304932,10.775581677591791,-6.061960117814048,-8.786304530777876,1.9070674742171172,4.1458214122619825,-5.064401720415931,2.7320808999298736,1.5299783693067917,-8.868506275760003,-6.959615100823975,-6.198862762763714,8.748985590199352,1.694466439141598,1.6679913699025124,4.602042213547718,-0.07615941974323248,0.0
0.6588663862562996,2.2928422901517607,-9.959492708795477,-8.3922456561778,4.554408625020337,5.692863363829386,-4.166180416004735,9.16548391154467,4.513008693327367,-5.041849500099565,2.8872372279805774,-2.34097336361972,-6.249513915363936,7.875720228366202,7.596958567549349,-4.97838793310909,-8.84144445427501,3.828061107375179,4.2490271765494985,-4.1828193605715365,5.299434707984994,0.49052360548160434,-9.077647277843518,-7.859360763750132,-7.407007593715456,8.264854641046282,0.8468713713244835,-0.26902362666307367,3.3733708596598095,0.8107639001742725,0.0
0.3207241053961842,1.9476911768007632,-8.312799065499785,-8.545621598272566,3.8720572317116853,5.839947093506413,-4.676891390639524,9.886041262261733,4.825415987740411,-7.646535650854037,0.20959195567358346,-2.471363265110212,-6.395547920428477,6.1408682606744645,9.273641824854725,-5.3634275486733145,-8.753670952706468,1.2947167608201173,4.648107527976779,-3.4678638495607226,3.920104496125566,-0.25190996824213785,-7.632036961783097,-9.053256788818233,-7.08215249755174,10.645571222047558,2.0714018697969734,1.8391740709663926,3.4718980404946143,0.7181110284943983,0.0
-1.5335223403853688,2.4655588360129066,-10.48486308660158,-6.06046509750129,2.280396476103264,8.379911301308159,-3.6839320384072685,9.503764656246709,4.255085673960618,-7.219262856969056,1.7643585670023612,-2.4510207596987894,-5.067600227427373,4.929536145089574,9.657628736205723,-6.482103792322912,-11.251419825180518,-0.40605806647303044,6.151552835505781,-6.969016235325575,3.877942123823529,0.1947511024874374,-9.322796378798285,-7.012521965720435,-6.158031349016026,9.097849135950066,0.6061715769189573,2.15126377835033,4.066542331989973,0.10488221450055712,0.0
9.498438984791289,5.964177130104003,-0.3218022201073296,-4.287672903118757,9.377680380749432,-5.150857320470365,6.400238570099116,6.121198208069245,1.3941880139937932,9.42545754774995,-7.882003569220338,-8.276704972474283,3.7424843678398863,7.430617569689171,-6.692765524149592,-5.243710384932099,2.4332284679169236,-7.749803204868396,3.7409838029762006,1.8783087881173728,3.228714812502959,-1.295342280430857,-9.092350156147015,-4.955400709802953,1.7679212867274483,-7.380742490898074,1.597340824618761,-7.268173262472478,-9.924337985680038,-5.784674353068049,1.0
-1.1672989950377373,4.548042400164153,-9.456225139925206,-7.278870708951925,3.84052339289477,7.670243952843035,-4.595744396033886,9.246977808144583,2.7762556163068046,-6.321127131499144,1.1206280558751611,-1.477748769742612,-6.49951466759854,5.596859513486547,8.98388699619068,-7.780585194085924,-8.840765723276986,4.317120838032137,4.422562067106176,-3.7080039685539896,3.384706052773764,0.603351088325442,-9.302722016304227,-8.063566210651391,-5.830863725612466,9.11317455106498,1.4051387879988688,2.258070361191176,3.9088128786919687,0.08579674941664195,0.0
7.5004255244367055,7.122309474930523,-1.4695070034435531,-2.549829081480782,8.178707642875388,-3.7026910568431397,7.088528615912535,6.844505191688865,0.8502903817459873,9.710941284843647,-7.199628576177572,-6.820109746969695,2.569286197814092,8.372669566780413,-6.381411411845519,-3.247910771045892,2.920108473791502,-6.841830089419648,4.927849253527867,0.4049509714709174,2.1486907965538915,1.5321505055878193,-9.32872701161094,-5.559888726895353,1.801440907583853,-6.149110750514672,1.7634700119526538,-7.857073900678334,-10.369537472798394,-5.744709341532456,1.0
10.015698513197135,5.912313054274364,-3.254280229939695,-2.9344594656710363,8.370834038191834,-3.342280011912537,8.979482171755613,5.076944737293031,1.2724297988988007,6.354334632472479,-7.0649003854599375,-8.689529493364773,3.745344117967032,8.560079571952894,-5.881536282520401,-4.443635641160796,2.6928422534384255,-6.132349129714068,3.2481331522979624,-1.1346541188057415,3.8281240487537675,0.5617849396033324,-7.882309568956941,-3.337442066440334,1.8527421027061368,-5.157028164861037,0.946710427096471,-7.656530478523959,-9.465397406022143,-7.666774343684125,1.0
9.30694075808208,7.209111198728221,-2.092174573812918,-4.6688461858552,8.796544857874675,-1.6156152957409684,7.661720498411286,5.413859388565819,-1.609695363032381,8.686527315508437,-8.263750055568453,-7.638094644172821,5.216241529252581,6.80398391494103,-5.7288746856296,-4.023974873239312,4.442822232911117,-7.368156374609296,4.713617159898917,-1.1632502040522739,4.353709195663508,1.2097152190995506,-7.885125507824262,-6.49518026339428,1.6515194847962147,-6.802049712728231,-0.08659657663253306,-7.088300493983076,-10.864783261827478,-6.661146382561894,1.0
-0.5239507267690311,3.4654715051657683,-8.863383803052344,-5.885136949298493,3.6299747689970214,6.817752692224862,-2.6109308015713735,8.934854912756514,4.297685448348259,-5.68489195972823,1.70892145590605,-3.497003032908144,-6.320655916404163,6.505390650256221,9.198478471360318,-6.951254334328148,-8.672846985115182,2.8809662688611315,4.71864285198888,-5.54302822504825,4.169266711280118,-2.011466386801836,-8.175660741578337,-8.353573513608332,-5.701244596221313,10.045563393308113,1.8166178144883682,1.4333658320320841,4.631140018784907,1.56741505077806,0.0
10.123423137908286,5.071960506643471,-2.570275719771332,-2.5289374378673366,8.750116234933127,-2.570022101853673,6.859304220734713,5.560101325825189,0.4626898568290628,6.538160164984482,-7.334372674139613,-9.068908259433348,3.940485580014186,7.6447616346828715,-8.115499883132602,-4.408763301006456,2.336780867086091,-8.86197161575777,4.112653083345201,-0.43640874715659883,4.754098359277919,-0.21759567712382943,-8.805998106860613,-4.591080032463302,2.3323026009977936,-7.527452739224707,-0.3356265824439656,-6.381205506315007,-8.786064942503526,-6.5758962955615505,1.0
7.6385415717068845,5.459579861348291,-2.4418020810389134,-1.7307264208278272,9.00508360059933,-4.0398626025559565,5.242967858659547,5.986869813848288,0.9255007330057051,8.259398197517449,-9.788909640250994,-11.331510654780208,3.2549689049784836,8.401430035429406,-6.222492622189489,-2.140363738023967,4.856089787074463,-7.629031602907781,5.34395585098713,-1.4687805645968628,5.081247709923985,0.9376751637302251,-8.118661126950983,-5.447598972608982,1.6126953305182319,-8.974048056844506,-1.2222407037411676,-7.581405502616902,-9.343165421090958,-6.259484866634008,1.0
9.194387000468728,6.49176408778068,-3.1335593937933206,-2.7740220010087717,8.876685219328921,-4.65540837356462,7.9206505078861,6.172092170338841,0.1576554142126767,8.48664322033628,-6.881932217387064,-7.566021687842867,3.667420076994979,6.460576436164141,-7.433181494581939,-6.987310090604036,3.2766105295919794,-5.339646051939884,5.6538399102261705,0.20486280788748323,1.8268964345463314,1.3037497905421087,-9.747359257983907,-7.1791629197665525,2.0438375208855915,-6.498008964832348,-0.538984126438828,-7.503570602737063,-8.417438640585733,-6.144549824781168,1.0
8.973452443764664,4.482146803772397,0.4122341061411543,-3.9077650728292594,8.56454450036047,-3.3341561086636187,7.970151650034169,5.724959578397543,0.22518518834500012,8.810091415674746,-7.380925805272257,-7.481458471134898,3.4164796878500328,9.144903698060734,-5.804592617100922,-4.958149396320073,2.43878243055985,-6.542496726801619,2.3948072080460623,-1.1696705370746752,3.4002032915498672,1.2100261828415078,-9.101264616980176,-5.3726123432420225,0.7426439242910555,-8.396655013519126,-1.1308994622300108,-7.639125597887229,-9.765016794965117,-6.555226662804495,1.0
8.439313573864956,5.655591199282699,-2.1950070947959928,-2.8865719541395376,8.267488801724216,-2.9745838076899367,6.03546896603014,6.992840794771887,0.9875367673009092,8.236317441176658,-8.687934320467821,-8.099407238264828,5.394663188198045,7.010572069856443,-6.091647949741907,-4.274209153555608,2.3779914074123907,-7.375343232959856,4.699788318137222,-0.02131504900939532,2.555099004988014,0.4079578807836713,-8.911433388961797,-6.862121398248543,1.357492803498825,-7.013803841028332,-0.6029770582593221,-8.299400517085934,-9.990720866982175,-6.4071332094264815,1.0
-1.9583403829664991,2.818869368460085,-10.253109243843355,-5.049276217820028,2.8046566543307496,4.428282194361179,-3.6583401879697512,5.99112754232116,5.176078270108158,-7.508427864547443,0.819203063469649,-1.5208586932508552,-7.0607693565510505,6.540626687640387,10.283815452858196,-6.070377224460624,-8.229857681669273,3.1875404375943575,4.533102999053926,-3.432193955902503,5.051166209085971,1.3499800996641016,-8.152337654942093,-6.06988100059943,-6.979301901218644,9.99215407860872,-0.5105224290924679,1.2588254500355478,4.2719768656437,1.5846079289622494,0.0
-1.424814606707962,0.9141072636274286,-9.071549680198482,-6.359114040488044,2.7915803843080234,7.416892802040981,-5.943213054760712,9.582075338730215,4.652467129654805,-6.0459947159712115,1.8603757974553463,-3.5372709142699676,-6.685339984350971,5.875657295219082,8.101304624213087,-4.879978881269868,-7.547542013229111,1.5763902113671147,3.5104825095332384,-5.293560131605819,5.335247176690589,-2.5355994995981135,-9.738867905417395,-7.287325974696539,-6.597342967837824,11.64018730404781,0.8563104445828333,2.1805258427204595,5.160649417933097,0.9935912170235855,0.0
7.252958466905341,5.033363147652013,-1.279628139206302,-2.1945249427822957,8.835513308562632,-2.8106890811177676,7.210239874671281,6.705624734732135,-1.1319006612283196,8.01495795386815,-8.481950450843007,-7.234457935869985,1.7010004249753559,7.093503318174293,-8.394196626904323,-2.354696196534786,2.0554401146467707,-4.685975365660729,4.162794691890215,1.1129213165021348,3.13836078061007,1.983697347411846,-9.021239512831578,-5.453855442786162,1.4245952743776367,-7.025466361693175,0.17126265314103867,-7.840517460627376,-10.144233570778457,-6.34083123039206,1.0
7.4509116604728565,5.841710880751453,-1.5494970984318144,-2.047547047213185,10.528263685118787,-2.828025601268147,5.9998756640226105,5.351947702971441,1.883656947101873,10.714732951602505,-7.403860166026289,-8.278511750096587,2.3681602862893123,7.542867194369285,-6.364258010657431,-3.868419327202888,1.0241395737638759,-5.789354553107435,4.411572875454672,0.8418954748713838,3.5566692554923867,-0.5084720041576147,-8.29691512674801,-6.178281248254646,1.8287637357941382,-7.311059903302737,-0.6131819601135711,-5.802714543624077,-10.178598650066613,-6.673430035104174,1.0
8.232060442727139,4.653094203433708,-1.2110051597992457,-3.5509353862536557,8.617064019628685,-2.7637725767447954,8.30188864161607,6.386023274573361,0.9911154275123253,8.91532216351675,-8.207431483312194,-8.616786095798856,2.743587070465856,7.901101985252494,-5.795872178591354,-5.975137210735236,2.661924301296521,-7.69990433620674,5.043537675681494,0.3193827353357769,3.5889730967073974,1.8236634136920615,-9.946991358391731,-4.413461342594877,1.912248398134495,-6.975120994119514,0.06039082936115322,-7.585463753068129,-8.752716221032928,-6.769456553440362,1.0
0.04053539213631158,1.8261551284766433,-8.263797820010247,-7.053329493946679,4.059227674538657,8.531238661279726,-4.5577010864505505,7.408551802085871,4.468749001366743,-6.274477885604616,1.2747312950685592,-3.4268546951549754,-5.035036356901675,5.596007134044177,8.643385115005232,-5.249802057536723,-8.164704142121092,1.0225446857380178,4.8556703835094694,-5.573116383349927,3.194499704852105,-1.0449405836022931,-9.89628807433146,-7.692723481371554,-8.120342796119486,10.356504130543646,1.0463536905540218,3.1508936389842557,5.3341752378857255,1.2395142954809626,0.0
9.398270406701185,6.40779778667166,-0.8757653969701553,-1.9656696804861706,8.656321779395109,-1.3785163651585448,8.628526533371902,4.956301098498546,-0.27015935595018115,8.882678576869763,-7.409792094196257,-8.153706304328644,4.551889269781012,7.861547370708112,-5.342614688617091,-3.468958970769455,2.8564125098822064,-8.461372486539346,4.345165981622722,-0.5357074853239181,1.448272134598279,0.43882467016377436,-8.295979008487347,-4.738812514535441,1.8726356696880206,-7.304833318427011,0.16020251131829116,-8.146064635397963,-8.18967011556586,-8.81816180471893,1.0
0.8823387647314892,1.6702532969494948,-9.181967523988057,-6.571051519718819,3.98983972793867,7.871987906906245,-5.206944144203327,7.7467090909485705,4.647713043767791,-5.704233177237938,1.2657598894520612,-3.424991755777737,-4.813583872859713,6.580816273447092,9.535529395293139,-4.936665012517218,-6.384669993570759,2.282650165572034,5.032861161741261,-5.416309366442265,4.465601057820775,0.37319522624085105,-10.224072131784213,-4.8902383607505335,-6.424879242425355,10.716509888771252,-0.4634452837018683,3.31618555217289,5.382577273282254,-0.38902369483177557,0.0
0.8265653528095835,-0.008113502701466713,-9.372354035525861,-7.764006692866298,3.161302956702677,7.389210020341588,-0.9716150309775151,8.304200288627001,1.5520633429288742,-5.952439944509818,1.3822352046554254,-2.7741558139508244,-7.279216801413027,6.164725267211058,8.172173810391612,-7.095595727916919,-9.047834730251576,1.925273891969155,4.384549679061308,-3.0838956085811198,4.722720181456733,-0.31094384583821133,-8.33841837344421,-7.951126667574041,-4.970999897657723,8.968023249418414,2.424182863264171,2.557952587214226,5.021950052799401,0.6438027529236459,0.0
-0.49083090597282253,3.880547508930117,-9.251966176890754,-5.3948525509899525,4.383522578680341,6.936827956225463,-4.23600724755213,7.889680883303447,4.394203771697348,-6.364768387370325,2.921582995485764,-4.713764833878265,-8.832916364094348,4.483170776404813,7.73474418308648,-4.599395247173426,-9.619563797667356,2.194911719479703,5.327919367250423,-3.8379971795970658,4.897330660315002,0.3659808269489324,-8.728884910422634,-6.566828977606302,-7.243035351484362,9.465853083455995,-0.673847900192371,0.5691371117265471,4.763157341381277,2.327212225150812,0.0
9.07274272422401,4.29297422953393,-3.590599043155885,-4.410741433710332,9.981225212123052,-1.605459043965439,6.477437216124134,5.232319102856452,-1.4474126648585326,7.122142036566581,-10.080064975054245,-9.075978770320908,5.503673254647805,7.254191954246828,-4.475027414435774,-5.401606459468734,2.7315951064454054,-4.558849582939401,5.731126463410545,-0.27426423624660523,3.588755603535241,-0.1196180753836853,-8.760251143650281,-5.609435509047545,1.6904252978743692,-8.527927556065297,0.8511024333598679,-6.580103484317775,-9.620476111227685,-7.872186439475407,1.0
0.8014111076800983,2.0083830380179144,-8.711083637001344,-4.6734004514311085,4.971384442362611,7.564634965395246,-4.827590779725929,6.740972503181976,5.457625225745529,-6.288818271117936,3.438810653175119,-3.677163590895961,-5.839857578411933,7.648853854983538,8.863744567249942,-5.146164148381243,-8.994174843092201,2.4265977178384706,4.3679685078566965,-4.314649951720368,2.708257595596317,1.2075920958461128,-9.027970709357561,-7.597450472355181,-6.918654391670909,10.767040050511984,0.683591916976039,1.662110487997186,5.600374667097741,1.114724993251801,0.0
0.4754369727677729,0.24204597856441956,-8.652529968209013,-6.962290817329888,4.543514848493536,6.4340769684080055,-3.242505854907554,7.514189353929083,4.526201350873543,-6.14378163384705,-0.9766082881944627,-2.982660999048667,-7.685502704015178,6.099941951485757,9.477546218493337,-7.837261693145076,-7.20103736022429,3.4694786096572754,4.963936761810322,-5.696071577136296,4.207339849440096,-0.057106936307075196,-9.77103422966388,-6.739977590433627,-3.5161420467264404,8.084486971957908,-1.2235489677271207,0.8286433596409462,3.2901243980026083,1.829320377664844,0.0
